"","SKU PRODOTTO","ASIN LIVE AMAZON","ASIN FORNITO TENACTA","L'ASIN LIVE SU AMAZON è UGUALE ALL'ASIN FORNITO TENACTA?","NOME PRODOTTO LIVE AMAZON","LUNGHEZZA NOME PRODOTTO LIVE SU AMAZON","NOME PRODOTTO UFFICIALE FORNITO DA TENACTA","LUNGHEZZA NOME PRODOTTO FORNITO DA TENACTA","IL NOME PRODOTTO LIVE AMAZON è UGUALE AL NOME PRODOTTO UFFICIALE TENACTA?","LA LUNGHEZZA DEL NOME PRODOTTO LIVE AMAZON è UGUALE ALLA LUNGHEZZA DEL NOME UFFICIALE TENACTA?","QUESTO ASIN RICHIEDE UNA CORREZIONE"
"2","imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","B0056C02MI","B0056C02MI",TRUE,"imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy",128,"TRUE","TRUE",128,"TRUE","NEED FIX"
"4","imetec scaldaletto singolo, 150 x 80 cm, comando 2 temperature, tessuto trapuntato, lavabile a mano e in lavatrice a 40° c","B00A9269R2","B00A9269R2",TRUE,"imetec scaldasonno singolo, 150 x 80 cm, comando 2 temperature, tessuto trapuntato, lavabile a mano e in lavatrice a 40°c",121,"NEED FIX","NEED FIX",122,"TRUE","NEED FIX"
"9","bellissima imetec kit testine di ricambio face cleansing per pelli normali e pelli sensibili, 4 diverse testine per detergere, massaggiare, levigare e idratare la pelle","B00IRAFHB2","B00IRAFHB2",TRUE,"bellissima imetec kit testine di ricambio face cleansing per pelli normali e pelli sensibili, 4 diverse testine per detergere, massaggiare, levigare e idratare la pelle",168,"TRUE","TRUE",168,"TRUE","NEED FIX"
"11","imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile","B00M975Z7K","B00M975Z7K",TRUE,"imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile",187,"TRUE","TRUE",187,"TRUE","NEED FIX"
"13","bellissima imetec p2 2200 asciugacapelli professionale, potenza 2200 w, tecnologia a ioni per idratare i capelli e ridurre leffetto crespo, 8 combinazioni aria/temperatura, beccuccio stretto","B00O4QVS66","B00O4QVS66",TRUE,"bellissima imetec p2 2200 asciugacapelli professionale, potenza 2200 w, tecnologia a ioni per idratare i capelli e ridurre leffetto crespo, 8 combinazioni aria/temperatura, beccuccio stretto",190,"TRUE","TRUE",190,"TRUE","NEED FIX"
"14","bellissima imetec b9 100 piastra per capelli, piastra extralunghe, riscaldamento rapido, multivoltaggio automatico, temperatura 210°, cavo giravole","B00RP0J7AW","B00RP0J7AW",TRUE,"bellissima imetec b9 100 piastra per capelli, piastra extralunghe, riscaldamento rapido, multivoltaggio automatico, temperatura 210°, cavo giravole",147,"TRUE","TRUE",147,"TRUE","NEED FIX"
"15","bellissima imetec gt13 50 arricciacapelli, rivestimento in ceramica, 7 diversi livelli di temperatura da 150°c a 210°c, diametro di 25 mm, riscaldamento rapido, pronto alluso","B00SKVYB6K","B00SKVYB6K",TRUE,"bellissima imetec gt13 50 arricciacapelli, rivestimento in ceramica, 7 diversi livelli di temperatura da 150°c a 210°c, diametro di 25 mm, riscaldamento rapido, pronto alluso",174,"TRUE","TRUE",174,"TRUE","NEED FIX"
"16","bellissima imetec gt15 100 arricciacapelli, ricci brillanti e definiti, diametro 19 mm, rivestimento in ceramica, riscaldamento rapido, pronto alluso","B00VRGPXF8","B00VRGPXF8",TRUE,"bellissima imetec gt15 100 arricciacapelli, ricci brillanti e definiti, diametro 19 mm, rivestimento in ceramica, riscaldamento rapido, pronto alluso",149,"TRUE","TRUE",149,"TRUE","NEED FIX"
"18","bellissima imetec creativity b9 400 piastra per capelli, styling liscio o mosso, rivestimento in ceramica e cheratina, piastre arrotondate","B015O6A68K","B015O6A68K",TRUE,"bellissima imetec creativity b9 400 piastra per capelli, styling liscio o mosso, rivestimento in ceramica e cheratina, piastre arrotondate",138,"TRUE","TRUE",138,"TRUE","NEED FIX"
"19","bellissima imetec p11 2300 asciugacapelli professionale, 2300 w, rivestimento in ceramica e tormalina, 8 combinazioni aria/temperatura, beccuccio stretto, diffusore capelli ricci","B015O6A6GM","B015O6A6GM",TRUE,"bellissima imetec p11 2300 asciugacapelli professionale, 2300 w, rivestimento in ceramica e tormalina, 8 combinazioni aria/temperatura, beccuccio stretto, diffusore capelli ricci",178,"TRUE","TRUE",178,"TRUE","NEED FIX"
"23","bellissima imetec creativity color shine b22 100 piastra per capelli colorati, rivestimento in tessuto per la protezione dei capelli, temperatura regolabile da 150°c a 230°c","B01N55NF5G","B01N55NF5G",TRUE,"bellissima imetec creativity color shine b22 100 piastra per capelli colorati, rivestimento in tessuto per la protezione dei capelli, temperatura regolabile da 150°c a 230°c",173,"TRUE","TRUE",173,"TRUE","NEED FIX"
"24","bellissima my pro imetec beach waves gt20 100 piastra per capelli a onde larghe e strette, rivestimento in ceramica, temperatura regolabile","B06WGV3DBP","B06WGV3DBP",TRUE,"bellissima my pro imetec beach waves gt20 100 piastra per capelli a onde larghe e strette, rivestimento in ceramica, temperatura regolabile",139,"TRUE","TRUE",139,"TRUE","NEED FIX"
"25","bellissima imetec intellisense b24 100 piastra per capelli lisci e mossi a 60° c in meno con tecnologia intellistyle, rivestimento in ceramica, 5 livelli di temperatura","B06WP9PPT6","B06WP9PPT6",TRUE,"bellissima imetec intellisense b24 100 piastra intelligente, capelli lisci o mossi, protetti senza calore eccessivo, temperatura automatica su misura per tutti i capelli, rivestimento in ceramica",195,"NEED FIX","NEED FIX",168,"TRUE","NEED FIX"
"26","imetec personal e sport blender pb 100 mini frullatore con 2 bottiglie take-away in tritan e 4 lame in acciaio inox, 22,000 giri/min","B0711KBY99","B0711KBY99",TRUE,"imetec personal e sport blender pb 100 mini frullatore con 2 bottiglie take-away in tritan e 4 lame in acciaio inox, 22,000 giri/min",132,"TRUE","TRUE",132,"TRUE","NEED FIX"
