"","SKU PRODOTTO","ASIN LIVE AMAZON","ASIN FORNITO TENACTA","L'ASIN LIVE SU AMAZON è UGUALE ALL'ASIN FORNITO TENACTA?","NOME PRODOTTO LIVE AMAZON","LUNGHEZZA NOME PRODOTTO LIVE SU AMAZON","NOME PRODOTTO UFFICIALE FORNITO DA TENACTA","LUNGHEZZA NOME PRODOTTO FORNITO DA TENACTA","IL NOME PRODOTTO LIVE AMAZON è UGUALE AL NOME PRODOTTO UFFICIALE TENACTA?","LA LUNGHEZZA DEL NOME PRODOTTO LIVE AMAZON è UGUALE ALLA LUNGHEZZA DEL NOME UFFICIALE TENACTA?","QUESTO ASIN RICHIEDE UNA CORREZIONE"
"1","imetec scaldasonno singolo 150x80 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","B0056BZZDA","B0056BZZDA",TRUE,"imetec scaldasonno singolo 150x80 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy, ‎5 x 12.5 x 40.5 cm; 1.3 kg",166,"NEED FIX","NEED FIX",137,"TRUE","NEED FIX"
"5","imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico","B00FM266R2","B00FM266R2",TRUE,"imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico",200,"TRUE","TRUE",200,"TRUE","NEED FIX"
"7","imetec nuvola ferro da stiro da viaggio a vapore, piastra in acciaio inossidabile da 1000 w, custodia da viaggio, doppio voltaggio","B00GLSDCS2","B00GLSDCS2",TRUE,"imetec nuvola ferro da stiro da viaggio a vapore, piastra in acciaio inossidabile da 1000 w, custodia da viaggio, doppio voltaggio",130,"TRUE","TRUE",130,"TRUE","NEED FIX"
"9","bellissima imetec kit testine di ricambio face cleansing per pelli normali e pelli sensibili, 4 diverse testine per detergere, massaggiare, levigare e idratare la pelle","B00IRAFHB2","B00IRAFHB2",TRUE,"bellissima imetec kit testine di ricambio face cleansing per pelli normali e pelli sensibili, 4 diverse testine per detergere, massaggiare, levigare e idratare la pelle",168,"TRUE","TRUE",168,"TRUE","NEED FIX"
"11","imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile","B00M975Z7K","B00M975Z7K",TRUE,"imetec 16176a scaldasonno sensitive matrimoniale, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 160, electro block, 6 temperature, timer, risparmio energetico, lavabile",200,"NEED FIX","NEED FIX",187,"TRUE","NEED FIX"
"13","bellissima imetec p2 2200 asciugacapelli professionale, potenza 2200 w, tecnologia a ioni per idratare i capelli e ridurre leffetto crespo, 8 combinazioni aria/temperatura, beccuccio stretto","B00O4QVS66","B00O4QVS66",TRUE,"bellissima imetec p2 2200 asciugacapelli professionale, potenza 2200 w, tecnologia a ioni per idratare i capelli e ridurre leffetto crespo, 8 combinazioni aria/temperatura, beccuccio stretto",190,"TRUE","TRUE",190,"TRUE","NEED FIX"
"15","bellissima imetec gt13 50 arricciacapelli, rivestimento in ceramica, 7 diversi livelli di temperatura da 150°c a 210°c, diametro di 25 mm, riscaldamento rapido, pronto alluso","B00SKVYB6K","B00SKVYB6K",TRUE,"bellissima imetec gt13 50 arricciacapelli, rivestimento in ceramica, 7 diversi livelli di temperatura da 150°c a 210°c, diametro di 25 mm, riscaldamento rapido, pronto alluso",174,"TRUE","TRUE",174,"TRUE","NEED FIX"
"20","imetec c20 2100 asciugacapelli, 2100 w, beccuccio orientabile, diffusore professionale, funzione fast drying per unasciugatura rapida, 4 combinazioni aria/temperatura, colpo aria fredda, cavo 1.8 m","B015O6AFPE","B015O6AFPE",TRUE,"imetec c20 2100 asciugacapelli, 2100 w, beccuccio orientabile, diffusore professionale, funzione fast drying per unasciugatura rapida, 4 combinazioni aria/temperatura, colpo aria fredda, cavo 1.8 m",197,"TRUE","TRUE",197,"TRUE","NEED FIX"
"22","imetec panemio macchina del pane, impasta lievita e cuoce, 12 programmi, cestello pagnotta, accessorio panini, 3 livelli di doratura, avvio programmabile, 550 w, ricettario","B01LXNKQOL","B01LXNKQOL",TRUE,"imetec panemio macchina del pane, impasta lievita e cuoce, 12 programmi, cestello pagnotta, accessorio panini, 3 livelli di doratura, avvio programmabile, 550 w, ricettario",172,"TRUE","TRUE",172,"TRUE","NEED FIX"
"23","bellissima imetec creativity color shine b22 100 piastra per capelli colorati, rivestimento in tessuto per la protezione dei capelli, temperatura regolabile da 150°c a 230°c","B01N55NF5G","B01N55NF5G",TRUE,"bellissima imetec creativity color shine b22 100 piastra per capelli colorati, rivestimento in tessuto per la protezione dei capelli, temperatura regolabile da 150°c a 230°c",173,"TRUE","TRUE",173,"TRUE","NEED FIX"
