"","SKU PRODOTTO","ASIN LIVE AMAZON","ASIN FORNITO TENACTA","L'ASIN LIVE SU AMAZON è UGUALE ALL'ASIN FORNITO TENACTA?","NOME PRODOTTO LIVE AMAZON","LUNGHEZZA NOME PRODOTTO LIVE SU AMAZON","NOME PRODOTTO UFFICIALE FORNITO DA TENACTA","LUNGHEZZA NOME PRODOTTO FORNITO DA TENACTA","IL NOME PRODOTTO LIVE AMAZON è UGUALE AL NOME PRODOTTO UFFICIALE TENACTA?","LA LUNGHEZZA DEL NOME PRODOTTO LIVE AMAZON è UGUALE ALLA LUNGHEZZA DEL NOME UFFICIALE TENACTA?","QUESTO ASIN RICHIEDE UNA CORREZIONE"
"1","imetec scaldasonno singolo 150x80 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","B0056BZZDA","B0056BZZDA",TRUE,"imetec scaldasonno singolo 150x80 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy",137,"TRUE","TRUE",137,"TRUE","NEED FIX"
"2","imetec scaldasonno matrimoniale 150x160 cm, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy","B0056C02MI","B0056C02MI",TRUE,"imetec scaldasonno matrimoniale 150x160 cm, basso consumo, 50% lana e merino, 2 temperature, dispositivo sicurezza electro block, made in italy, ‎5 x 24.3 x 40.5 cm; 2.48 kg",173,"NEED FIX","NEED FIX",128,"TRUE","NEED FIX"
"3","bellissima imetec face cleansing spazzola per pulizia viso, deterge ed esfolia la pelle del viso","B009E7CBIY","B009E7CBIY",TRUE,"bellissima imetec face cleansing spazzola per pulizia viso, deterge ed esfolia la pelle del viso, bianco, ‎16 x 5 x 16 cm; 300 grammi",133,"NEED FIX","NEED FIX",96,"TRUE","NEED FIX"
"5","imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico","B00FM266R2","B00FM266R2",TRUE,"imetec dolcevita es4 bilancia elettronica da cucina, pesa solidi e liquidi, contenitore estraibile, scala graduata, portata 5 kg, divisione 1 g, funzione tara, display digitale, spegnimento automatico",200,"TRUE","TRUE",200,"TRUE","NEED FIX"
"7","imetec nuvola ferro da stiro da viaggio a vapore, piastra in acciaio inossidabile da 1000 w, custodia da viaggio, doppio voltaggio","B00GLSDCS2","B00GLSDCS2",TRUE,"imetec nuvola ferro da stiro da viaggio a vapore, piastra in acciaio inossidabile da 1000 w, custodia da viaggio, doppio voltaggio",130,"TRUE","TRUE",130,"TRUE","NEED FIX"
"10","imetec scaldaletto matrimoniale, 150 x 140 cm, 2 comandi con 2 temperature, tessuto trapuntato, lavabile a mano e in lavatrice a 40° c","B00K6MR6JK","B00K6MR6JK",TRUE,"imetec scaldasonno matrimoniale 150 x 137 cm, basso consumo, 2 comandi con 2 temperature, tessuto trapuntato, made in italy, lavabile a mano e in lavatrice",155,"NEED FIX","NEED FIX",134,"TRUE","NEED FIX"
"11","imetec scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile","B00M975Z7K","B00M975Z7K",TRUE,"imetec 16175 scaldasonno sensitive singolo, si adatta ai cambi di temperatura, morbido peluche, coprimaterasso maxi 190 x 90, electro block, 6 temperature, timer, risparmio energetico, lavabile",193,"NEED FIX","NEED FIX",187,"TRUE","NEED FIX"
"15","bellissima imetec gt13 50 arricciacapelli, rivestimento in ceramica, 7 diversi livelli di temperatura da 150°c a 210°c, diametro di 25 mm, riscaldamento rapido, pronto alluso","B00SKVYB6K","B00SKVYB6K",TRUE,"bellissima imetec gt13 50 arricciacapelli, rivestimento in ceramica, 7 diversi livelli di temperatura da 150°c a 210°c, diametro di 25 mm, nero bianco, ‎39 x 10 x 0.01 cm; 376 grammi",182,"NEED FIX","NEED FIX",174,"TRUE","NEED FIX"
"16","bellissima imetec gt15 100 arricciacapelli, ricci brillanti e definiti, diametro 19 mm, rivestimento in ceramica, riscaldamento rapido, pronto alluso","B00VRGPXF8","B00VRGPXF8",TRUE,"bellissima imetec gt15 100 arricciacapelli, ricci brillanti e definiti, diametro 19 mm, rivestimento in ceramica, riscaldamento rapido, pronto alluso",149,"TRUE","TRUE",149,"TRUE","NEED FIX"
"17","bellissima imetec creativity b9 300 piastra per capelli, styling liscio o mosso, rivestimento in ceramica, regolazione temperatura da 150°c a 230°c, sistema riscaldamento rapido","B00VYLJ4H4","B00VYLJ4H4",TRUE,"bellissima imetec creativity b9 300 piastra per capelli, styling liscio o mosso, rivestimento in ceramica, regolazione temperatura da 150°c a 230°c, sistema riscaldamento rapido",177,"TRUE","TRUE",177,"TRUE","NEED FIX"
